Place,Player,Time (seconds),Date Submitted
396,Boxset,3081,2021-06-18T07:26:13Z
398,zach,3082,2022-08-01T00:56:05Z
398,Serenmew,3082,2025-08-24T01:41:39Z
400,Perna64,3083,2021-03-26T22:31:57Z
401,TheDarkmanWs,3084,
401,tanepota,3084,2022-05-03T22:18:09Z
401,Borazio,3084,2023-02-14T13:31:20Z
401,RJ7k,3084,2025-11-26T03:33:17Z
406,SomeBro,3085,2019-05-10T21:57:37Z
406,Rigby,3085,2020-06-17T05:24:07Z
408,skuzzi,3086,2017-06-10T09:36:11Z
408,kumasyatyou,3086,2017-07-02T11:23:43Z
410,Clanner_,3087,2022-03-06T03:19:03Z
411,Lluuccuuss,3088,2016-05-18T01:07:22Z
411,bromario28,3088,2019-01-24T05:32:01Z
411,collins_vg,3088,2024-01-28T19:54:36Z
414,sevenyoshi,3089,2022-07-27T21:46:30Z
415,Squid,3090,2018-08-09T21:36:25Z
415,TheBarinade,3090,2025-08-09T00:27:57Z
417,NaeNaeEpicSwag,3091,2025-06-13T09:40:44Z
418,SIN11,3092,2023-02-07T09:57:24Z
420,SimpleFlips,3093,2016-06-24T12:12:59Z
420,Phanton,3093,2022-07-10T06:28:21Z
420,Leupho,3093,2025-08-22T17:18:53Z
424,DeviousDD,3095,2022-08-05T14:42:17Z
424,zekeSSB,3095,2024-02-20T03:24:46Z
424,hugfal055,3095,2025-03-14T01:52:12Z
427,SynSity,3096,2021-09-06T22:14:50Z
427,RWBYSorry,3096,2021-10-24T13:48:33Z
427,Progji,3096,2022-04-03T13:39:14Z
430,Toadscool,3097,2018-05-23T20:04:22Z
430,fireblazethem,3097,2021-12-27T23:48:42Z
430,phL64,3097,2024-12-17T14:57:48Z
433,tami,3098,2021-05-11T11:36:53Z
433,D3m0nf4ng,3098,2023-03-25T00:58:27Z
436,Seanzy,3099,
437,Darrow25,3101,2019-09-12T01:09:22Z
437,Luisito,3101,2022-11-12T08:32:26Z
437,XebasBlox,3101,2025-07-08T07:46:20Z
440,Rorotto,3103,
440,TobiiSR,3103,2021-11-14T21:57:32Z
440,GroundPoundGary,3103,2022-06-03T01:45:31Z
440,BizzareScape,3103,2022-07-30T12:37:01Z
444,Everchix,3104,2025-11-14T09:37:37Z
445,AlejoWasHere,3105,2021-10-12T15:56:43Z
446,ClairDSS,3107,2022-07-26T20:26:56Z
446,inosaki,3107,2024-08-09T16:46:02Z
448,Xalince,3108,2018-11-09T14:13:26Z
448,joumeni,3108,2022-10-06T23:19:26Z
450,killuminati,3109,2021-04-18T15:02:37Z
450,mrlink2k,3109,2023-04-10T23:44:18Z
450,mamamiamoto,3109,2025-08-20T18:41:07Z
453,peta,3110,2020-11-19T10:26:48Z
453,txsomb,3110,2025-07-28T07:28:21Z
456,hellool,3111,2017-03-31T08:25:48Z
456,chillindude829,3111,2021-09-21T10:45:05Z
456,radrick,3111,2024-09-10T05:20:47Z
459,turboscoot,3112,2020-06-09T17:55:38Z
460,Haru様,3113,2016-05-15T18:20:36Z
460,HomerOfSteel,3113,2025-07-13T19:22:51Z
462,Bird650,3114,2020-08-03T06:47:57Z
462,Xela_,3114,2025-07-19T12:47:22Z
464,Fuff,3115,2020-06-21T21:49:31Z
464,Itz_Me_Coreyyy,3115,2024-02-13T02:34:30Z
464,Lemoniau,3115,2025-09-15T05:44:22Z
467,Vulpone,3116,
468,Vincertain,3117,2018-01-27T22:44:55Z
468,Nanashi745,3117,2020-10-20T11:06:21Z
468,zMatt_,3117,2021-05-08T17:11:02Z
468,ariapath,3117,2022-10-31T08:37:47Z
472,Minelover,3118,2020-05-27T16:37:17Z
472,Henoty,3118,2024-08-10T15:54:51Z
472,Artemis,3118,2025-06-24T16:21:16Z
475,osum,3120,2025-09-30T19:54:19Z
475,turtlehippo,3120,2025-08-15T01:14:01Z
478,OdieB,3121,2022-07-17T00:26:41Z
479,wilzo,3123,2016-08-21T22:08:08Z
480,jokehow,3124,2022-06-21T22:40:50Z
482,MrJimmysteel25,3125,2020-04-03T19:43:54Z
483,ringo792,3126,2023-06-17T00:33:53Z
483,haruto701,3126,2024-01-11T14:56:42Z
485,NaturallyAllen,3128,2022-07-12T05:31:33Z
486,unpushplay,3129,2023-07-09T17:21:55Z
486,ktrZetto,3129,2025-06-19T22:45:17Z
486,The_H_Pandin,3129,2025-07-15T11:32:48Z
489,Alessiow,3130,2023-01-23T17:50:51Z
490,Naraknight,3131,2023-06-09T06:59:58Z
490,sidbeegamin,3131,2025-07-07T21:44:00Z
492,Valancic,3132,2021-04-10T20:01:13Z
492,Creo,3132,2021-05-04T14:16:28Z
494,Marteeny,3133,2021-01-30T05:11:29Z
494,Rayydex,3133,2023-03-24T22:48:08Z
494,bugofcake,3133,2024-07-25T16:21:52Z
494,kmarket,3133,2024-11-30T19:27:24Z
498,Ryou,3134,2020-12-03T01:41:14Z
498,roddy,3134,2023-08-01T06:28:49Z
500,TylerSM74,3135,2016-03-28T06:06:13Z
501,LargeBock,3136,2023-01-31T22:17:53Z
502,360Chrism,3137,2017-06-04T12:44:20Z
503,Purple,3138,2022-07-30T23:20:22Z
504,HeroicHero702,3139,2017-01-20T10:20:06Z
504,Dublin,3139,2017-04-13T20:10:01Z
504,Keldon,3139,2024-05-01T18:06:09Z
507,marshmallow.,3140,2017-03-13T21:00:07Z
507,Gombill,3140,2021-03-01T18:58:26Z
509,JazzyChoi1991,3142,2015-09-21T00:10:42Z
509,MrMeanMoustache,3142,2021-01-23T21:20:25Z
509,Enderborn,3142,2022-07-18T02:45:40Z
512,kelsmont,3143,2024-08-10T01:44:16Z
512,Marirby,3143,2025-07-12T01:48:36Z
512,MILO218GX,3143,2025-11-13T04:39:31Z
515,Avijobat,3146,2020-08-12T00:27:07Z
515,Lucidityy,3146,2024-07-07T00:53:50Z
517,Rallemz,3147,2023-03-07T01:52:56Z
519,jiano,3149,2023-10-04T17:19:19Z
519,yellowelevator815,3149,2024-07-19T21:08:18Z
521,parkourchicken,3150,2022-07-23T00:54:42Z
521,Miky_,3150,2025-09-04T22:32:46Z
521,Kalayo,3150,2025-09-11T02:08:12Z
524,Hypokamp,3151,2025-06-11T16:22:09Z
526,Washeyy,3155,
526,ADRki11er,3155,2025-08-01T12:20:07Z
529,EEEK,3156,2025-01-23T07:45:05Z
531,Shinzuii,3157,2021-09-18T21:32:57Z
531,Broodlai,3157,2022-03-10T04:00:13Z
531,Segtendo0905,3157,2022-11-27T04:07:39Z
531,_R_D_4_,3157,2023-02-12T23:08:46Z
531,Avasion,3157,2024-02-20T02:08:40Z
536,Timmybuoy,3158,2022-06-30T06:02:14Z
536,CapnKayso,3158,2025-08-17T22:35:44Z
538,crevasse,3159,2018-03-10T16:08:16Z
539,Autarck,3160,2022-05-19T01:13:04Z
539,Seiozi,3160,2022-06-10T01:56:10Z
539,spiny07,3160,2024-11-09T14:44:14Z
542,CharlieBrown,3161,2021-04-15T05:35:14Z
542,aussieadam,3161,2022-06-09T04:45:14Z
544,kaffelon,3162,2018-08-14T17:29:33Z
544,Yoshi_Zilla,3162,2018-10-25T07:32:32Z
544,whataturtle,3162,2025-10-27T18:13:38Z
548,Smurfy,3163,2017-08-23T02:44:09Z
548,JamesBod,3163,2023-06-22T01:06:26Z
550,benwms,3164,2022-10-27T04:28:08Z
551,esi,3165,2020-05-15T23:55:10Z
551,LouisHarper,3165,2025-03-31T23:07:30Z
554,mitcho,3166,
556,ohaithereman,3167,2016-08-30T08:05:28Z
556,ChewyGoesFast,3167,2021-07-08T02:25:29Z
556,DentoriousRed,3167,2022-12-29T21:41:36Z
556,ItsMalex,3167,2025-08-18T14:47:48Z
560,cwolf20,3168,2025-03-01T15:38:21Z
