Place,Player,Time (seconds),Date Submitted
234,Voodle,6472,2025-05-29T17:53:28Z
234,jacobo,6472,2025-10-22T07:45:51Z
237,Cysse,6473,2024-12-26T13:47:25Z
238,Flixer,6478,2021-03-19T11:21:06Z
238,Snepy,6478,2023-06-26T13:37:50Z
240,hellool,6481,2017-05-29T04:37:41Z
241,mercredi,6483,2021-12-29T06:07:28Z
241,VonJim,6483,2024-02-25T00:58:02Z
241,NathanCarter,6483,2025-06-30T06:32:10Z
244,Custom,6491,2017-03-14T05:07:54Z
245,TwitchName,6494,2022-05-30T22:38:39Z
246,quiilucru,6500,2018-04-09T17:34:02Z
246,wermi,6500,2024-05-17T10:10:56Z
248,Itz_Me_Coreyyy,6501,2024-12-08T19:02:03Z
249,igreil,6505,2015-09-09T18:03:15Z
250,Nonag,6508,2023-02-22T07:07:20Z
251,Lucinovic,6509,2022-08-01T00:38:22Z
252,ClifforddTBRD,6510,2025-09-02T06:30:00Z
253,Phoenix_Speedruns,6513,2025-08-22T17:05:52Z
254,EcCuardo,6514,2024-11-08T00:29:03Z
255,TedFeds,6518,2025-01-11T09:19:15Z
256,JoeyBagODonuts,6523,2025-03-10T07:21:34Z
257,Majoog,6525,2021-12-18T12:10:45Z
257,Kaimatix,6525,2023-02-25T03:00:06Z
257,P_Luizon,6525,2025-09-08T06:58:23Z
260,roddy,6531,2023-08-17T02:05:31Z
261,geek,6532,2025-07-28T05:07:16Z
261,YogoC,6532,2025-08-25T00:40:49Z
264,madware,6543,2023-09-09T13:20:23Z
265,alextolio,6544,
266,Rodillo,6548,2024-01-15T04:35:49Z
267,MrSpeedrun,6549,2017-05-05T09:17:29Z
268,BryceIsRight64,6550,2025-08-11T08:57:18Z
269,thags15,6551,2021-10-19T01:16:27Z
270,ZUMMI,6555,2025-03-14T18:47:08Z
271,dumpdome64,6557,2019-12-22T17:48:40Z
272,ZachTunes,6561,2024-03-23T12:47:52Z
272,Louis64,6561,2025-09-13T23:40:41Z
274,Linkarf,6563,2024-02-25T21:54:11Z
275,Holahu,6566,
276,sicko,6567,
277,Avijobat,6568,2023-01-18T07:48:34Z
277,ChiaraSM64,6568,2025-05-24T17:40:48Z
279,SeanRaider,6572,2020-11-22T10:49:58Z
279,gamiru,6572,2023-02-02T16:30:40Z
281,Washeyy,6573,2015-07-08T11:25:04Z
281,PegiTheLoca,6573,2023-07-31T23:45:07Z
283,SimpleFlips,6574,2014-12-24T07:11:47Z
283,Salemba,6574,2024-08-12T21:15:48Z
285,ohaithereman,6575,2016-05-25T22:48:39Z
285,Jolteon92,6575,2017-01-31T20:06:08Z
287,ariapath,6578,2023-12-19T16:23:59Z
288,jumpmanmatthew,6579,2024-03-11T14:05:36Z
289,Redd,6580,2020-08-07T13:18:01Z
290,SoloQ,6582,2019-08-07T00:39:50Z
292,TylerSM74,6584,2017-04-05T17:12:43Z
292,CarlosDaMan,6584,2020-01-23T06:32:18Z
294,RetroRuns,6587,2024-01-15T02:14:14Z
294,eleesuh,6587,2025-07-24T23:54:49Z
298,adaada,6592,2017-11-22T00:30:24Z
299,JamesBod,6594,2023-05-26T02:35:49Z
299,xerint,6594,2024-07-18T23:54:53Z
301,kumasyatyou,6595,2017-07-01T07:16:48Z
302,Squirr3I,6596,2019-05-07T22:13:22Z
303,NicV,6597,2021-06-22T23:59:38Z
304,realblopez,6598,2023-12-04T05:21:40Z
306,Rorotto,6599,2023-09-27T00:17:14Z
