Place,Player,Time (seconds),Date Submitted
113,FreezerGlobe,4396.251,2023-01-26T13:32:17Z
114,Astreca,4401.334,2020-04-20T06:46:17Z
115,SoaringSloth,4403.867,2021-02-20T04:39:45Z
116,Superbasen,4421.683,2020-02-25T20:13:11Z
117,Invizabelle,4423.536,2024-04-18T04:28:53Z
118,00asdf,4444.429,2020-09-23T17:32:53Z
119,FCRacer,4455.496,2019-09-16T05:58:51Z
120,Jumpyluff,4514.758,2019-09-12T20:16:35Z
121,the_gb,4542.893,2022-02-26T21:26:54Z
122,Alex3004,4555.235,2025-02-15T19:38:07Z
123,CNeyo,4558.771,2024-06-08T16:45:17Z
124,Jazzysama,4563.463,2020-06-14T16:14:03Z
125,turtles10000000,4616.231,2023-11-19T04:41:18Z
126,Never_Always,4642.683,2025-05-27T22:51:52Z
127,zaphie_sr,4661.332,2022-03-20T23:07:21Z
128,Puggietaur,4673.759,2021-07-25T23:52:15Z
129,Denferok,4721.614,2021-03-18T10:18:59Z
130,ImJustPearl,4729.451,2023-11-26T00:47:57Z
131,benjae,4731.049,2024-03-24T20:42:51Z
132,Lemons_Picrun,4748.678,2024-02-25T15:43:50Z
133,Phantasy146,4777.0,2022-03-31T02:35:17Z
134,BugEyedFish,4782.168,2024-02-26T17:38:53Z
135,Gnic107,4818.004,2021-01-23T22:05:54Z
136,NPException,4820.69,2025-05-01T20:15:00Z
137,ComplexBeaver,4822.492,2024-03-08T02:47:40Z
138,JeanDeFatou,4823.155,2024-01-18T22:47:39Z
139,Gabest,4832.488,2023-06-08T15:42:51Z
140,VampireStrike,4928.181,2020-06-12T23:49:11Z
141,LoneRaven,4947.017,2025-02-26T23:29:35Z
142,LOLEnigMatic,4983.176,2020-04-05T10:53:08Z
143,FlamingLazer,4987.341,2023-12-13T23:34:07Z
144,Depsusza,5005.633,2024-12-30T21:54:16Z
145,TopologyGoddess,5012.688,2024-07-31T23:30:49Z
146,metagloria,5036.573,2021-01-12T23:59:13Z
147,g00oose_,5057.092,2025-07-30T04:18:49Z
148,CappuccinoMan,5080.127,2023-08-12T13:12:24Z
149,WHOni,5088.525,2020-07-15T22:00:11Z
150,corkr900,5123.035,2021-09-04T05:01:52Z
151,LucineSR,5124.548,2024-11-26T14:44:04Z
152,Schaxok,5131.433,2024-03-04T13:29:33Z
153,TheEscapegoat,5146.002,2024-02-09T01:14:57Z
154,creepcrafting56,5168.17,2024-07-18T08:21:49Z
155,RandomEevee,5212.71,2020-11-25T06:49:40Z
156,TheYen,5232.141,2021-12-09T17:38:23Z
157,pinkTegu,5249.311,2022-03-11T19:19:10Z
158,NachoTheAdventurer,5270.374,2021-07-21T18:36:34Z
159,TheRealPounds,5396.582,2025-04-28T20:58:01Z
160,Tirr,5435.767,2019-10-05T16:51:49Z
161,Oppen,5545.995,2019-11-09T02:12:44Z
162,Ironstark,5666.372,2024-12-23T16:50:12Z
163,Pepsiist,5698.434,2024-05-26T12:19:31Z
164,Doolos,5737.364,2020-08-26T18:53:53Z
165,ashmichda,5810.532,2023-03-17T18:19:57Z
166,Lemon_Man,5832.683,2021-10-02T03:47:36Z
167,Kylonubbit,5837.987,2024-06-27T22:55:27Z
168,mysticSilence,5954.08,2022-12-03T22:27:12Z
169,wand77,5997.583,2019-09-15T17:44:42Z
170,alivent,6128.16,2025-07-08T04:08:33Z
171,Xanielle,6164.999,2021-07-01T05:39:50Z
172,Tai0,6186.708,2020-03-20T21:23:27Z
173,AubreyTheMimic,6501.446,2024-02-17T11:27:38Z
174,Gaydizzle,6573.407,2021-05-14T04:31:20Z
175,irisxerno,6813.056,2021-11-04T11:13:58Z
176,timtim27,6948.07,2023-06-15T19:40:19Z
177,Ybuprofen,7118.087,2024-08-08T21:04:07Z
178,mjs19999,7280.896,2020-07-26T09:28:58Z
179,PKS1,7376.215,2022-08-21T03:21:50Z
180,Yonuko,7814.968,2022-06-14T04:05:26Z
181,HeyGun,8730.452,2022-03-19T00:16:13Z
182,dani3ljh,9092.773,2025-08-29T23:43:54Z
183,kxfinnxk,9910.677,2024-12-22T19:06:10Z
184,SuperZooper3,15472.448,2021-02-21T06:14:14Z
