Place,Player,Time (seconds),Date Submitted
118,jdude00,526.83,2019-01-31T02:50:04Z
119,Lemon_Man,533.528,2021-09-02T10:32:22Z
120,Shauny7188,537.183,2018-06-21T03:59:58Z
121,Kysses,541.654,2023-09-28T19:13:02Z
122,NogiO_Dosei3,548.165,2024-07-21T08:25:54Z
123,corkr900,550.494,2022-12-16T03:06:40Z
124,Prince_,553.18,2021-08-21T15:39:16Z
125,itsemlyn,560.456,2022-04-02T09:19:38Z
126,Proto_sr,566.066,2023-06-05T03:31:50Z
127,mrwoolfy,567.052,2021-10-29T19:18:45Z
128,heather,568.089,2018-03-13T05:17:47Z
129,MonsieurFerret,568.633,2021-06-06T04:32:19Z
130,Chris321,574.141,2020-12-01T02:21:23Z
131,SilverWater,575.076,2019-01-21T17:48:15Z
132,uebeltank,583.644,2021-02-01T19:12:04Z
133,Devinator26,593.011,2021-11-18T04:47:54Z
134,Windrunner315,599.845,2022-07-03T22:20:03Z
135,Dikke_Boktor,606.747,2021-10-28T15:59:03Z
136,Cavu,609.297,2021-10-03T00:26:57Z
137,LillySpikes,612.357,2021-01-27T01:16:53Z
138,Jamulan,613.309,2020-08-18T09:32:39Z
139,Tjark,624.019,2022-03-31T21:06:29Z
140,UniPlanet,624.835,2025-03-28T20:05:13Z
141,Zadcry989,638.758,2021-02-28T20:58:43Z
142,BahaRuinsEverything,651.049,2021-04-29T20:59:24Z
143,tweezy13tv,655.758,2021-05-19T22:02:49Z
144,SuperSheikah,663.748,2019-02-21T02:44:17Z
145,kapibot008,667.743,2024-06-22T10:07:26Z
146,aokitw513,670.582,2025-06-17T12:27:09Z
147,Kantinbluck,673.506,2022-08-30T11:35:23Z
148,zaphie_sr,728.076,2023-12-30T10:15:33Z
149,Jorbs13,791.503,2020-11-27T00:59:00Z
150,Kkove,863.294,2019-03-15T21:27:23Z
151,Never_Always,954.652,2023-10-19T21:57:28Z
152,memobee,954.992,2020-09-01T18:55:50Z
153,denis1080,1118.702,2019-04-30T03:12:39Z
154,boolo,1126.08,2024-02-10T09:01:09Z
155,kabs,1133.203,2022-04-18T23:26:45Z
156,toro_chan_mgmg,2073.524,2022-03-17T21:41:21Z
157,Syura,2589.202,2025-09-03T05:24:01Z
